stimulus_id,prompt_group,phrasing_id,cell_id,family,direction,frame_type,negation,concept,concept_number,split,other_concept,carrier,carrier_order,target,similarity_to_this_concept,max_similarity,n_prompt_tokens,prompt
B2_fountains_c2,B2|fountains|2,B2,focus_decl_none,focus,toward,declarative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are related to this task."
B3_fountains_c2,B3|fountains|2,B3,focus_decl_none,focus,toward,declarative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are the point here."
C1_fountains_c2,C1|fountains|2,C1,focus_imp_syn,focus_neg,toward,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not ignore fountains."
C2_fountains_c2,C2|fountains|2,C2,focus_imp_syn,focus_neg,toward,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not overlook fountains."
C3_fountains_c2,C3|fountains|2,C3,focus_imp_syn,focus_neg,toward,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not set fountains aside."
C4_fountains_c2,C4|fountains|2,C4,focus_imp_syn,focus_neg,toward,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not skip past fountains."
D1_fountains_c2,D1|fountains|2,D1,focus_imp_both,focus_neg,toward,imperative,both,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not disregard fountains."
D2_fountains_c2,D2|fountains|2,D2,focus_imp_both,focus_neg,toward,imperative,both,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not discount fountains."
D3_fountains_c2,D3|fountains|2,D3,focus_imp_both,focus_neg,toward,imperative,both,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,32,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not de-emphasize fountains."
D4_fountains_c2,D4|fountains|2,D4,focus_imp_both,focus_neg,toward,imperative,both,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not disattend fountains."
E1_fountains_c2,E1|fountains|2,E1,focus_decl_syn,focus_neg,toward,declarative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,32,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are not beside the point here."
E2_fountains_c2,E2|fountains|2,E2,focus_decl_syn,focus_neg,toward,declarative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are not extraneous here."
E3_fountains_c2,E3|fountains|2,E3,focus_decl_syn,focus_neg,toward,declarative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,33,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains do not belong to a different task."
F1_fountains_c2,F1|fountains|2,F1,focus_decl_both,focus_neg,toward,declarative,both,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,32,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are not irrelevant to this task."
F2_fountains_c2,F2|fountains|2,F2,focus_decl_both,focus_neg,toward,declarative,both,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,34,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are not unrelated to what you are writing."
F3_fountains_c2,F3|fountains|2,F3,focus_decl_both,focus_neg,toward,declarative,both,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,32,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are not immaterial to this task."
G1_fountains_c2,G1|fountains|2,G1,mental_imp_syn,mental,away,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,34,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: whatever you do, do not think about fountains."
G2_fountains_c2,G2|fountains|2,G2,mental_imp_syn,mental,away,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not think about fountains."
G3_fountains_c2,G3|fountains|2,G3,mental_imp_syn,mental,away,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not consider fountains."
H1_fountains_c2,H1|fountains|2,H1,output_imp_syn,output,away,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not mention fountains."
H2_fountains_c2,H2|fountains|2,H2,output_imp_syn,output,away,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not write fountains."
I1_fountains_c2,I1|fountains|2,I1,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: set fountains aside."
I2_fountains_c2,I2|fountains|2,I2,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: skip past fountains."
I3_fountains_c2,I3|fountains|2,I3,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: pass over fountains."
I4_fountains_c2,I4|fountains|2,I4,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: leave fountains out."
I5_fountains_c2,I5|fountains|2,I5,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,27,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: ignore fountains."
J1_fountains_c2,J1|fountains|2,J1,away_imp_morph,disregard,away,imperative,morphological,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,27,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: disregard fountains."
J2_fountains_c2,J2|fountains|2,J2,away_imp_morph,disregard,away,imperative,morphological,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,27,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: discount fountains."
J3_fountains_c2,J3|fountains|2,J3,away_imp_morph,disregard,away,imperative,morphological,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: de-emphasize fountains."
J4_fountains_c2,J4|fountains|2,J4,away_imp_morph,disregard,away,imperative,morphological,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: disattend fountains."
K1_fountains_c2,K1|fountains|2,K1,relevance_decl_none,relevance,away,declarative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are beside the point here."
K2_fountains_c2,K2|fountains|2,K2,relevance_decl_none,relevance,away,declarative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are extraneous here."
K3_fountains_c2,K3|fountains|2,K3,relevance_decl_none,relevance,away,declarative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains belong to a different task."
L1_fountains_c2,L1|fountains|2,L1,relevance_decl_morph,relevance,away,declarative,morphological,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are irrelevant to this task."
L2_fountains_c2,L2|fountains|2,L2,relevance_decl_morph,relevance,away,declarative,morphological,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,33,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are unrelated to what you are writing."
L3_fountains_c2,L3|fountains|2,L3,relevance_decl_morph,relevance,away,declarative,morphological,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are immaterial to this task."
M1_fountains_c2,M1|fountains|2,M1,relevance_decl_syn,relevance,away,declarative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,32,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are not relevant to this task."
M2_fountains_c2,M2|fountains|2,M2,relevance_decl_syn,relevance,away,declarative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains do not matter here."
N1_fountains_c2,N1|fountains|2,N1,incong_imp_none,incongruent,neutral,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,27,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: juggle fountains."
N2_fountains_c2,N2|fountains|2,N2,incong_imp_none,incongruent,neutral,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,27,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: laminate fountains."
N3_fountains_c2,N3|fountains|2,N3,incong_imp_none,incongruent,neutral,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: notarize fountains."
N4_fountains_c2,N4|fountains|2,N4,incong_imp_none,incongruent,neutral,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: braise fountains."
N5_fountains_c2,N5|fountains|2,N5,incong_imp_none,incongruent,neutral,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,27,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: centrifuge fountains."
P1_fountains_c2,P1|fountains|2,P1,incong_imp_syn,incongruent,neutral,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not juggle fountains."
P2_fountains_c2,P2|fountains|2,P2,incong_imp_syn,incongruent,neutral,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not laminate fountains."
P3_fountains_c2,P3|fountains|2,P3,incong_imp_syn,incongruent,neutral,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not notarize fountains."
P4_fountains_c2,P4|fountains|2,P4,incong_imp_syn,incongruent,neutral,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not braise fountains."
P5_fountains_c2,P5|fountains|2,P5,incong_imp_syn,incongruent,neutral,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,29,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not centrifuge fountains."
Q1_fountains_c2,Q1|fountains|2,Q1,nonce_imp_none,nonce,neutral,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: glorf fountains."
Q2_fountains_c2,Q2|fountains|2,Q2,nonce_imp_none,nonce,neutral,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: flarn fountains."
Q3_fountains_c2,Q3|fountains|2,Q3,nonce_imp_none,nonce,neutral,imperative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,28,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: vusk fountains."
R1_fountains_c2,R1|fountains|2,R1,nonce_imp_syn,nonce,neutral,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not glorf fountains."
R2_fountains_c2,R2|fountains|2,R2,nonce_imp_syn,nonce,neutral,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not flarn fountains."
R3_fountains_c2,R3|fountains|2,R3,nonce_imp_syn,nonce,neutral,imperative,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,30,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: do not vusk fountains."
S1_fountains_c2,S1|fountains|2,S1,nonce_decl_none,nonce,neutral,declarative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,33,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are glorfy to this task."
S2_fountains_c2,S2|fountains|2,S2,nonce_decl_none,nonce,neutral,declarative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,32,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are flarny to this task."
S3_fountains_c2,S3|fountains|2,S3,nonce_decl_none,nonce,neutral,declarative,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,32,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains are vusky to this task."
T1_fountains_c2,T1|fountains|2,T1,base_bare_none,baseline,neutral,none,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,26,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: fountains."
T2_fountains_c2,T2|fountains|2,T2,base_bare_syn,baseline,neutral,none,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,27,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: not fountains."
T3_fountains_c2,T3|fountains|2,T3,base_filler_none,baseline,neutral,none,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: . . . . . fountains."
T4_fountains_c2,T4|fountains|2,T4,base_filler_adjacent,baseline,neutral,none,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: . . . . not fountains."
T5_fountains_c2,T5|fountains|2,T5,base_filler_detached,baseline,neutral,none,syntactic,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: not . . . . fountains."
T6_fountains_c2,T6|fountains|2,T6,floor_control,control,away,declarative,morphological,fountains,plural,held_out,sugar,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,31,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim.""
While you write it: sugar is irrelevant to this task."
T7_fountains_c2,T7|-|2,T7,base_absent,baseline,none,none,none,fountains,plural,held_out,,The basketball bounced off the rim.,2,The basketball bounced off the rim.,-0.492,2.232,18,"Write exactly this sentence and nothing else:
""The basketball bounced off the rim."""
A1_fountains_c3,A1|fountains|3,A1,focus_imp_none,focus,toward,imperative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,30,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: concentrate on fountains."
A2_fountains_c3,A2|fountains|3,A2,focus_imp_none,focus,toward,imperative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,30,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: think about fountains."
B1_fountains_c3,B1|fountains|3,B1,focus_decl_none,focus,toward,declarative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,33,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains are relevant to this task."
B2_fountains_c3,B2|fountains|3,B2,focus_decl_none,focus,toward,declarative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,33,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains are related to this task."
B3_fountains_c3,B3|fountains|3,B3,focus_decl_none,focus,toward,declarative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,32,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains are the point here."
C1_fountains_c3,C1|fountains|3,C1,focus_imp_syn,focus_neg,toward,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,31,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not ignore fountains."
C2_fountains_c3,C2|fountains|3,C2,focus_imp_syn,focus_neg,toward,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,31,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not overlook fountains."
C3_fountains_c3,C3|fountains|3,C3,focus_imp_syn,focus_neg,toward,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,32,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not set fountains aside."
C4_fountains_c3,C4|fountains|3,C4,focus_imp_syn,focus_neg,toward,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,32,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not skip past fountains."
D1_fountains_c3,D1|fountains|3,D1,focus_imp_both,focus_neg,toward,imperative,both,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,31,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not disregard fountains."
D2_fountains_c3,D2|fountains|3,D2,focus_imp_both,focus_neg,toward,imperative,both,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,31,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not discount fountains."
D3_fountains_c3,D3|fountains|3,D3,focus_imp_both,focus_neg,toward,imperative,both,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,34,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not de-emphasize fountains."
D4_fountains_c3,D4|fountains|3,D4,focus_imp_both,focus_neg,toward,imperative,both,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,32,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not disattend fountains."
E1_fountains_c3,E1|fountains|3,E1,focus_decl_syn,focus_neg,toward,declarative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,34,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains are not beside the point here."
E2_fountains_c3,E2|fountains|3,E2,focus_decl_syn,focus_neg,toward,declarative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,32,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains are not extraneous here."
E3_fountains_c3,E3|fountains|3,E3,focus_decl_syn,focus_neg,toward,declarative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,35,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains do not belong to a different task."
F1_fountains_c3,F1|fountains|3,F1,focus_decl_both,focus_neg,toward,declarative,both,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,34,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains are not irrelevant to this task."
F2_fountains_c3,F2|fountains|3,F2,focus_decl_both,focus_neg,toward,declarative,both,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,36,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains are not unrelated to what you are writing."
F3_fountains_c3,F3|fountains|3,F3,focus_decl_both,focus_neg,toward,declarative,both,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,34,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: fountains are not immaterial to this task."
G1_fountains_c3,G1|fountains|3,G1,mental_imp_syn,mental,away,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,36,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: whatever you do, do not think about fountains."
G2_fountains_c3,G2|fountains|3,G2,mental_imp_syn,mental,away,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,32,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not think about fountains."
G3_fountains_c3,G3|fountains|3,G3,mental_imp_syn,mental,away,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,31,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not consider fountains."
H1_fountains_c3,H1|fountains|3,H1,output_imp_syn,output,away,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,31,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not mention fountains."
H2_fountains_c3,H2|fountains|3,H2,output_imp_syn,output,away,imperative,syntactic,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,31,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: do not write fountains."
I1_fountains_c3,I1|fountains|3,I1,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,30,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: set fountains aside."
I2_fountains_c3,I2|fountains|3,I2,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,30,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: skip past fountains."
I3_fountains_c3,I3|fountains|3,I3,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,30,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: pass over fountains."
I4_fountains_c3,I4|fountains|3,I4,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,30,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: leave fountains out."
I5_fountains_c3,I5|fountains|3,I5,away_imp_none,disregard,away,imperative,none,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,29,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: ignore fountains."
J1_fountains_c3,J1|fountains|3,J1,away_imp_morph,disregard,away,imperative,morphological,fountains,plural,held_out,,The chef garnished the plate with fresh herbs.,3,The chef garnished the plate with fresh herbs.,0.404,1.679,29,"Write exactly this sentence and nothing else:
""The chef garnished the plate with fresh herbs.""
While you write it: disregard fountains."
